الاسم,خط العرض,خط الطول,التصنيف,الوصف,معرف المكان,سعر الدخول (جنيه)
Tebtunis,29.1072111,30.7612554,تاريخي,Tebtunis is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,2392,
كوم مدينة ماضى,29.1927619,30.6423237,تاريخي,كوم مدينة ماضى is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,2393,
مزرعة دير الامير,29.2331112,30.913293,أخرى,"مزرعة دير الامير is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2396,
كروكوديلوبوليس,29.1173347,30.7516395,تاريخي,كروكوديلوبوليس is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,2399,
rock paintings,24.6157455,25.2756183,أخرى,"rock paintings is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2400,
רמת אום עראכ,29.0749882,33.4895568,تاريخي,רמת אום עראכ is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,2402,
Snuba / Skuba Center,29.4984992,34.9111837,أخرى,"Snuba / Skuba Center is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2405,
Yatouche,29.5038889,34.9197222,أخرى,"Yatouche is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2407,
Snuba village,29.5001532,34.9141701,أخرى,"Snuba village is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2421,
אתר צלילה - גנים יפניים (15 מטר),29.5053015,34.9206991,أخرى,"אתר צלילה - גנים יפניים (15 מטר) is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2424,
Bosy's Appartment,30.0770689,31.644657,أخرى,"Bosy's Appartment is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2430,
الجامعة,30.0343998,31.4298677,ثقافي,"الجامعة is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",2436,
ڤيلا أحمد و خالد شحاته,30.0274674,31.4281771,أخرى,"ڤيلا أحمد و خالد شحاته is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2437,
اهداء من شركة امون,30.1871256,31.467529,أخرى,"اهداء من شركة امون is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2440,
طريق القاهره الاسماعيليه الصحراوي,30.1739857,31.5546068,ثقافي,"طريق القاهره الاسماعيليه الصحراوي is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",2442,
Galaxy mall,30.1662513,31.6030088,أخرى,"Galaxy mall is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2445,
موقع العاشر,30.243885,31.7810117,ثقافي,"موقع العاشر is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",2448,
مسجد فاطمة الشربتلي,30.0056359,31.4310673,أخرى,مسجد فاطمة الشربتلي is a mosque serving the local Muslim community and representing Egypt's Islamic architectural heritage. Egypt's mosques range from medieval masterpieces to modern places of worship.,2451,
Attar Art,29.9915813,31.4341179,أخرى,"Attar Art is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2453,
el tagamo3,30.0027439,31.4853492,أخرى,"el tagamo3 is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2456,
مسجد ال ياسر,30.0089495,31.4864139,أخرى,مسجد ال ياسر is a mosque serving the local Muslim community and representing Egypt's Islamic architectural heritage. Egypt's mosques range from medieval masterpieces to modern places of worship.,2457,
مسجد هبه شحاته,30.0617491,31.4518697,أخرى,مسجد هبه شحاته is a mosque serving the local Muslim community and representing Egypt's Islamic architectural heritage. Egypt's mosques range from medieval masterpieces to modern places of worship.,2458,
Mountain View Executive Residence,29.9907121,31.5121515,أخرى,"Mountain View Executive Residence is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2463,
Egyptian Ankh,30.0336805,31.7550347,ثقافي,"Egyptian Ankh is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",2468,
Villa 116'2,30.1255336,31.6097314,أخرى,"Villa 116'2 is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2472,
Villa 116,30.1256668,31.6079343,أخرى,"Villa 116 is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2475,
بنزيمة توتال ميدان الحرية,30.1687855,31.6029815,أخرى,"بنزيمة توتال ميدان الحرية is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2514,
عمارات اسكان وزاره الماليه,30.0738208,31.4443034,أخرى,"عمارات اسكان وزاره الماليه is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2515,
مسجد سمير و علي,29.9846996,31.4229735,أخرى,مسجد سمير و علي is a mosque serving the local Muslim community and representing Egypt's Islamic architectural heritage. Egypt's mosques range from medieval masterpieces to modern places of worship.,2528,
مسجد سمير و علي,29.9843201,31.4232147,أخرى,مسجد سمير و علي is a mosque serving the local Muslim community and representing Egypt's Islamic architectural heritage. Egypt's mosques range from medieval masterpieces to modern places of worship.,2568,
بوابة كمبوند القرنفل هايتس,30.061707,31.535005,أخرى,"بوابة كمبوند القرنفل هايتس is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2597,
حورس,29.9633367,31.478938,ثقافي,"حورس is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",2601,
255-Elbanafsig Buildings,30.0333624,31.4732545,أخرى,"255-Elbanafsig Buildings is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2602,
El Andalous Home,29.993184,31.5238814,أخرى,"El Andalous Home is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2605,
Poseidon Reef,27.3992112,33.8623176,أخرى,"Poseidon Reef is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2606,
Rosalie Moller,27.650833,33.771389,أخرى,"Rosalie Moller is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2607,
Cinema,27.2453228,33.8247999,أخرى,"Cinema is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2611,
Tiba Towers 2,27.2975375,33.7399054,أخرى,"Tiba Towers 2 is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2625,
Tiba Palace,27.2966007,33.7393494,أخرى,"Tiba Palace is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2632,
Alex Safari Garage,27.3716775,33.6294529,أخرى,"Alex Safari Garage is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2635,
Wild beach (entering),27.2784724,33.7756475,أخرى,"Wild beach (entering) is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2638,
Free beach Al Ahyaa,27.3284818,33.7073211,خارجي وطبيعي,"Free beach Al Ahyaa is an outdoor natural or recreational area in Egypt, offering visitors the opportunity to experience the country's diverse landscapes from the Nile Valley to the desert and Mediterranean coast.",2643,
TAM. GALLERY,27.4074145,33.6740019,أخرى,"TAM. GALLERY is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2648,
كنيسة الإخوة الغردقة,27.2623796,33.8052788,أخرى,"كنيسة الإخوة الغردقة is a Christian church representing Egypt's rich Coptic heritage, which traces its roots to the earliest centuries of Christianity. Egypt's Coptic Christians maintain traditions dating back nearly 2,000 years.",2651,
منزل ا عبداللاه الخضرى,26.0891849,32.0307259,أخرى,"منزل ا عبداللاه الخضرى is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2654,
Pyramid of Sinki,26.1577874,31.9663767,أخرى,Pyramid of Sinki is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,2656,
Nile View Police Club,26.0477683,32.2460035,أخرى,"Nile View Police Club is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2658,
Kuntillet Ajrud,30.1931282,34.4208948,تاريخي,Kuntillet Ajrud is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,2663,
KV7,25.4396854,32.3596308,تاريخي,"KV7 is the tomb of Ramesses II in the Valley of the Kings, Luxor — the pharaoh known as Ramesses the Great who ruled Egypt for 66 years. Though heavily damaged by ancient floods, the tomb's corridors extend over 160 meters and once displayed elaborate wall paintings depicting the Book of Gates and other funerary texts. It is one of the largest tombs in the royal necropolis.",2665,100.0
قبر الجندي البحري المجهول,31.1999661,29.8937371,أخرى,"قبر الجندي البحري المجهول is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2671,
Goethe-Institut Alexandria,31.2010012,29.9091991,أخرى,"Goethe-Institut Alexandria is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2672,
Heraklion,31.302979,30.120813,تاريخي,Heraklion is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,2681,
بيت اسكندرية محرم بك,31.1943708,29.9205834,ثقافي,"بيت اسكندرية محرم بك is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",2685,
شاطئ 26 يوليو,31.2490192,29.9678308,أخرى,"شاطئ 26 يوليو is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2688,
Alexdrari Home,31.232649,29.9612223,أخرى,"Alexdrari Home is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2690,
Abdel Razek Abou El Ela,31.1372081,30.1152204,أخرى,"Abdel Razek Abou El Ela is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2691,
فيولا تي في,31.2458031,29.974857,ثقافي,"فيولا تي في is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",2692,
Sumed 3,31.2092786,29.9581103,أخرى,"Sumed 3 is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2700,
مسجد الاسراء,31.2429661,29.9763234,أخرى,مسجد الاسراء is a mosque serving the local Muslim community and representing Egypt's Islamic architectural heritage. Egypt's mosques range from medieval masterpieces to modern places of worship.,2703,
شارع قصر رأس التين - أمام حلقة الأسماك,31.2099686,29.8804461,أخرى,"شارع قصر رأس التين - أمام حلقة الأسماك is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2705,
Boat Statue,31.2290245,29.9535141,ثقافي,"Boat Statue is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",2707,
Musicians,31.226281,29.9499426,ثقافي,"Musicians is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",2708,
تمثال سعد زغلول,31.2009138,29.8994049,ثقافي,"تمثال سعد زغلول is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",2712,
mahmoud saied museum,31.2451159,29.9685081,ثقافي,"The Mahmoud Said Museum in Alexandria celebrates the work of Egypt's greatest modern painter, Mahmoud Said (1897-1964), who blended Western realism with authentic Egyptian spirit. Housed in his former villa, the museum presents his iconic depictions of Egyptian women, rural life, and the Mediterranean coast alongside works by other Alexandrian School artists.",2719,40.0
متحف محمود سعيد,31.2444496,29.9695783,ثقافي,متحف محمود سعيد في الإسكندرية يحتفي بأعمال الرسام الكبير محمود سعيد (1897-1964). يضم لوحاته الشهيرة التي تصوّر المرأة المصرية والحياة الريفية وشواطئ البحر المتوسط في فيلا تاريخية جميلة.,2720,40.0
King Farouk Palace,31.1916198,29.9156981,أخرى,"King Farouk Palace is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2722,
ElMadina Arts,31.1940878,29.9011964,أخرى,"ElMadina Arts is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2729,
Instituto Cervantes,31.1998998,29.9116684,أخرى,"Instituto Cervantes is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2735,
Statue of Ptolemy II,31.2079586,29.9088727,ثقافي,"Statue of Ptolemy II is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",2739,
متحف كڤافيس,31.1976064,29.9012293,ثقافي,متحف كفافيس في الإسكندرية يحتفي بذكرى الشاعر اليوناني كونستانتينوس كفافيس (1863-1933) في الشقة التي عاش فيها السنوات الأخيرة من حياته. يستعيد المتحف أجواء الإسكندرية الكوزموبوليتانية وتعدد ثقافاتها كما عبّر عنها الشاعر في قصائده الخالدة.,2741,
Statue of Nubar Pasha,31.1967315,29.9019048,ثقافي,"Statue of Nubar Pasha is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",2746,
سيد درويش,31.196756,29.9020312,ثقافي,"سيد درويش is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",2747,
Shelter Art Space,31.1982173,29.9062471,أخرى,"Shelter Art Space is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2750,
francais,31.2007712,29.9133372,ثقافي,"francais is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",2754,
murano,31.2345246,29.9489638,أخرى,"murano is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2756,
Alexandria Aquarium,31.2123848,29.8840544,أخرى,"Alexandria Aquarium is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2757,
Tea Island,31.2922079,30.0212171,أخرى,"Tea Island is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2758,
Main tower,31.2143569,29.885396,أخرى,"Main tower is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2759,
Museum of Fine Arts,31.1950937,29.9135029,ثقافي,"The Museum of Fine Arts in Alexandria, founded in 1954, houses an important collection of Egyptian and international art including paintings, sculptures, and decorative arts from the 19th and 20th centuries. The museum celebrates Alexandria's cosmopolitan artistic heritage and regularly hosts temporary exhibitions of contemporary Egyptian art.",2761,40.0
Alexander the Great,31.2336585,29.9478605,ثقافي,"Alexander the Great is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",2762,
مقبرة سلفلجو,31.1781932,29.8929195,تاريخي,مقبرة سلفلجو is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,2763,
حسن باشا الاسكندراني,31.2031882,29.9028598,ثقافي,"حسن باشا الاسكندراني is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",2765,
عبدالله النديم,31.2031609,29.9028237,ثقافي,"عبدالله النديم is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",2766,
تمثال الأشرعة البيضاء,31.2098669,29.9086858,ثقافي,"تمثال الأشرعة البيضاء is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",2767,
سيد درويش,31.2032765,29.9029654,ثقافي,"سيد درويش is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",2768,
محمد كريم,31.2032481,29.9029301,ثقافي,"محمد كريم is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",2769,
شارع كامل جمعة شاهين,31.1456497,30.1110092,أخرى,"شارع كامل جمعة شاهين is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2776,
Royal Train,31.2835548,30.0253254,أخرى,"Royal Train is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2778,
Green House,31.2874421,30.0246007,أخرى,"Green House is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2779,
مسلة السلسلة الأثرية,31.2100613,29.9081151,ثقافي,"مسلة السلسلة الأثرية is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",2781,
منزل الحاج محمد الكردي,31.2063919,30.0156372,أخرى,"منزل الحاج محمد الكردي is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2783,
متحف التاريخ الطبيعي,31.2054762,29.9437077,ثقافي,متحف التاريخ الطبيعي في الإسكندرية يحتضن مجموعة من المستحاثات والنماذج الحيوانية والنباتية التي توثّق التنوع البيولوجي في مصر وحوض البحر المتوسط. يُعدّ وجهة تعليمية بامتياز لطلاب الجامعات والباحثين وعشاق علوم الطبيعة.,2784,30.0
بحيرة لك,29.7466442,24.7835079,أخرى,"بحيرة لك is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2785,
Elphinstone,25.3073616,34.8606287,أخرى,"Elphinstone is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2791,
Legend,25.072444,34.9373952,أخرى,"Legend is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2793,
Lady Queen Apartments,25.054,34.8989988,أخرى,"Lady Queen Apartments is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2794,
My Home,27.1911286,31.1782963,أخرى,"My Home is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2799,
1929,26.9754616,31.3759046,ثقافي,"1929 is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",2800,
دوار الحاج رشدى سالمان,26.9366675,31.406648,أخرى,"دوار الحاج رشدى سالمان is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2801,
عمارات بنك التنمية والائتمان الزراعى,27.177512,31.1867587,أخرى,"عمارات بنك التنمية والائتمان الزراعى is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2806,
المدينة الجامعية للطلبة مبنى د,27.1879936,31.1751989,أخرى,"المدينة الجامعية للطلبة مبنى د is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2812,
المدينة الجامعية مبنى و,27.1875722,31.1753395,أخرى,"المدينة الجامعية مبنى و is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2813,
مدخل أولاد الياس (القنطرة),26.940977,31.4036533,أخرى,"مدخل أولاد الياس (القنطرة) is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2825,
Rifaah Rafih El Tahtauwei Statue,27.1855813,31.1749497,ثقافي,"Rifaah Rafih El Tahtauwei Statue is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",2844,
مركز تدريب قوة من الاعالي,27.2191383,31.3362073,أخرى,"مركز تدريب قوة من الاعالي is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2851,
كنيسة باقور الاخ مسعد,27.0946256,31.2944066,أخرى,"كنيسة باقور الاخ مسعد is a Christian church representing Egypt's rich Coptic heritage, which traces its roots to the earliest centuries of Christianity. Egypt's Coptic Christians maintain traditions dating back nearly 2,000 years.",2853,
نهضة قداسة ابو تيج,27.0427181,31.3191873,أخرى,"نهضة قداسة ابو تيج is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2859,
Qusair al-Qadim,26.1544189,34.2438727,تاريخي,Qusair al-Qadim is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,2868,
Soug Bahar,25.9823079,34.3473762,أخرى,"Soug Bahar is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2872,
Seyala,26.1248583,33.9305949,تاريخي,Seyala is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,2873,
Flamenco Hausriff,26.1653439,34.2456192,أخرى,"Flamenco Hausriff is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2875,
El Kahf,26.0225132,34.3247923,أخرى,"El Kahf is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2877,
Abu Sawatir,26.2060079,34.2203693,أخرى,"Abu Sawatir is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2878,
متحف كهف رومل,31.36562,27.2484349,ثقافي,"متحف كهف رومل is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",2882,
Cleopatra Beach,31.3738114,27.1906029,أخرى,"Cleopatra Beach is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2889,
شارع اسكندرية. مرسي مطروح,31.3551678,27.240173,أخرى,"شارع اسكندرية. مرسي مطروح is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2894,
شاطئ الغرام,31.3683209,27.2216747,أخرى,"شاطئ الغرام is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2895,
شاطئ العوام,31.3576228,27.2304261,أخرى,"شاطئ العوام is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2897,
حديقة كليوباترا,31.3534813,27.2289972,أخرى,"حديقة كليوباترا is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2898,
الدربالي شاليهات لونج ايلاند,31.3643147,27.2667877,أخرى,"الدربالي شاليهات لونج ايلاند is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2903,
Ain Birbiya,25.5226204,29.3194979,تاريخي,Ain Birbiya is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,2904,
Tomb of Kitanes,25.5537002,29.299891,ثقافي,Tomb of Kitanes is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,2905,
Sirnaka Island,23.8292123,35.808667,أخرى,"Sirnaka Island is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2907,
Egypt Air,31.0429901,31.3950671,أخرى,"Egypt Air is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2909,
حوازه خاصه🏠,31.1149381,31.5696885,ثقافي,"حوازه خاصه🏠 is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",2910,
Mendes,30.9562518,31.5170889,تاريخي,Mendes is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,2912,
منزل السيد علي حجازى٠١١٤٠٣٠٢٩٧٩,31.0271348,31.6484919,أخرى,"منزل السيد علي حجازى٠١١٤٠٣٠٢٩٧٩ is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2913,
تمثال أم كلثوم,30.8908667,31.45609,أخرى,"تمثال أم كلثوم is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2914,
مسجد الجزيرة بقريه ابوحموده,30.8253881,31.6831844,أخرى,مسجد الجزيرة بقريه ابوحموده is a mosque serving the local Muslim community and representing Egypt's Islamic architectural heritage. Egypt's mosques range from medieval masterpieces to modern places of worship.,2918,
مسجد قريه ابوحموده الكبير,30.8259688,31.6875075,أخرى,مسجد قريه ابوحموده الكبير is a mosque serving the local Muslim community and representing Egypt's Islamic architectural heritage. Egypt's mosques range from medieval masterpieces to modern places of worship.,2919,
Pi-Ramesses,30.7998239,31.8350476,تاريخي,Pi-Ramesses is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,2923,
Hermopolis Parva,30.9581008,31.4194301,تاريخي,Hermopolis Parva is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,2924,
Avaris/Ramesses,30.7860137,31.822848,تاريخي,Avaris/Ramesses is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,2925,
مدينة ديرب نجم,30.7389646,31.485079,أخرى,"مدينة ديرب نجم is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2928,
مدينة ديرب نجم,30.7479611,31.459602,أخرى,"مدينة ديرب نجم is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2929,
مقابر صافور,30.787508,31.4107264,تاريخي,مقابر صافور is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,2930,
Hamada,24.4383333,35.2131166,أخرى,"Hamada is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2931,
Wadi Khashir,24.1842341,35.2347791,تاريخي,Wadi Khashir is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,2932,
Abu Ghalqa,24.3493385,35.0715546,تاريخي,Abu Ghalqa is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,2933,
Zag arrive point,30.583336,31.5017863,أخرى,"Zag arrive point is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2937,
Zag home,30.5842231,31.4949352,أخرى,"Zag home is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2938,
Poke Stop,30.5912956,31.5068132,أخرى,"Poke Stop is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2939,
منزل الاستاذ أحمد يوسف,30.5501388,31.782504,أخرى,"منزل الاستاذ أحمد يوسف is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2940,
ميدان الجزيرة,30.5567553,31.7831615,أخرى,"ميدان الجزيرة is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2941,
Poke Stop,30.5899831,31.5066019,أخرى,"Poke Stop is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2943,
Poke Stop,30.5904816,31.507262,أخرى,"Poke Stop is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2944,
قاعة افراح ومناسبات ونادي رياضي,30.5408063,31.6782009,أخرى,"قاعة افراح ومناسبات ونادي رياضي is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2945,
دار ضيافة عرب الفدان,30.5544381,31.6777295,أخرى,"دار ضيافة عرب الفدان is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2946,
كفر عبد الله عزيزة,30.4743041,31.4346376,أخرى,"كفر عبد الله عزيزة is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2949,
