name,latitude,longitude,category,description,place_id,price_egp
طريق القاهره الاسماعيليه الصحراوي,30.1739857,31.5546068,cultural,"طريق القاهره الاسماعيليه الصحراوي is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",2442,
Galaxy mall,30.1662513,31.6030088,other,"Galaxy mall is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2445,
موقع العاشر,30.243885,31.7810117,cultural,"موقع العاشر is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",2448,
مسجد فاطمة الشربتلي,30.0056359,31.4310673,other,مسجد فاطمة الشربتلي is a mosque serving the local Muslim community and representing Egypt's Islamic architectural heritage. Egypt's mosques range from medieval masterpieces to modern places of worship.,2451,
Attar Art,29.9915813,31.4341179,other,"Attar Art is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2453,
el tagamo3,30.0027439,31.4853492,other,"el tagamo3 is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2456,
مسجد ال ياسر,30.0089495,31.4864139,other,مسجد ال ياسر is a mosque serving the local Muslim community and representing Egypt's Islamic architectural heritage. Egypt's mosques range from medieval masterpieces to modern places of worship.,2457,
مسجد هبه شحاته,30.0617491,31.4518697,other,مسجد هبه شحاته is a mosque serving the local Muslim community and representing Egypt's Islamic architectural heritage. Egypt's mosques range from medieval masterpieces to modern places of worship.,2458,
Mountain View Executive Residence,29.9907121,31.5121515,other,"Mountain View Executive Residence is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2463,
Egyptian Ankh,30.0336805,31.7550347,cultural,"Egyptian Ankh is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",2468,
Villa 116'2,30.1255336,31.6097314,other,"Villa 116'2 is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2472,
Villa 116,30.1256668,31.6079343,other,"Villa 116 is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2475,
بنزيمة توتال ميدان الحرية,30.1687855,31.6029815,other,"بنزيمة توتال ميدان الحرية is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2514,
عمارات اسكان وزاره الماليه,30.0738208,31.4443034,other,"عمارات اسكان وزاره الماليه is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2515,
مسجد سمير و علي,29.9846996,31.4229735,other,مسجد سمير و علي is a mosque serving the local Muslim community and representing Egypt's Islamic architectural heritage. Egypt's mosques range from medieval masterpieces to modern places of worship.,2528,
مسجد سمير و علي,29.9843201,31.4232147,other,مسجد سمير و علي is a mosque serving the local Muslim community and representing Egypt's Islamic architectural heritage. Egypt's mosques range from medieval masterpieces to modern places of worship.,2568,
بوابة كمبوند القرنفل هايتس,30.061707,31.535005,other,"بوابة كمبوند القرنفل هايتس is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2597,
حورس,29.9633367,31.478938,cultural,"حورس is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",2601,
255-Elbanafsig Buildings,30.0333624,31.4732545,other,"255-Elbanafsig Buildings is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2602,
El Andalous Home,29.993184,31.5238814,other,"El Andalous Home is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2605,
Poseidon Reef,27.3992112,33.8623176,other,"Poseidon Reef is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2606,
Rosalie Moller,27.650833,33.771389,other,"Rosalie Moller is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2607,
Cinema,27.2453228,33.8247999,other,"Cinema is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2611,
Tiba Towers 2,27.2975375,33.7399054,other,"Tiba Towers 2 is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2625,
Tiba Palace,27.2966007,33.7393494,other,"Tiba Palace is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2632,
Alex Safari Garage,27.3716775,33.6294529,other,"Alex Safari Garage is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2635,
Wild beach (entering),27.2784724,33.7756475,other,"Wild beach (entering) is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2638,
Free beach Al Ahyaa,27.3284818,33.7073211,outdoor,"Free beach Al Ahyaa is an outdoor natural or recreational area in Egypt, offering visitors the opportunity to experience the country's diverse landscapes from the Nile Valley to the desert and Mediterranean coast.",2643,
TAM. GALLERY,27.4074145,33.6740019,other,"TAM. GALLERY is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2648,
كنيسة الإخوة الغردقة,27.2623796,33.8052788,other,"كنيسة الإخوة الغردقة is a Christian church representing Egypt's rich Coptic heritage, which traces its roots to the earliest centuries of Christianity. Egypt's Coptic Christians maintain traditions dating back nearly 2,000 years.",2651,
منزل ا عبداللاه الخضرى,26.0891849,32.0307259,other,"منزل ا عبداللاه الخضرى is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2654,
Pyramid of Sinki,26.1577874,31.9663767,other,Pyramid of Sinki is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,2656,
Nile View Police Club,26.0477683,32.2460035,other,"Nile View Police Club is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2658,
Kuntillet Ajrud,30.1931282,34.4208948,historical,Kuntillet Ajrud is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,2663,
KV7,25.4396854,32.3596308,historical,"KV7 is the tomb of Ramesses II in the Valley of the Kings, Luxor — the pharaoh known as Ramesses the Great who ruled Egypt for 66 years. Though heavily damaged by ancient floods, the tomb's corridors extend over 160 meters and once displayed elaborate wall paintings depicting the Book of Gates and other funerary texts. It is one of the largest tombs in the royal necropolis.",2665,100.0
قبر الجندي البحري المجهول,31.1999661,29.8937371,other,"قبر الجندي البحري المجهول is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2671,
Goethe-Institut Alexandria,31.2010012,29.9091991,other,"Goethe-Institut Alexandria is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2672,
Heraklion,31.302979,30.120813,historical,Heraklion is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,2681,
بيت اسكندرية محرم بك,31.1943708,29.9205834,cultural,"بيت اسكندرية محرم بك is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",2685,
شاطئ 26 يوليو,31.2490192,29.9678308,other,"شاطئ 26 يوليو is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2688,
Alexdrari Home,31.232649,29.9612223,other,"Alexdrari Home is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2690,
Abdel Razek Abou El Ela,31.1372081,30.1152204,other,"Abdel Razek Abou El Ela is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2691,
فيولا تي في,31.2458031,29.974857,cultural,"فيولا تي في is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",2692,
Sumed 3,31.2092786,29.9581103,other,"Sumed 3 is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2700,
مسجد الاسراء,31.2429661,29.9763234,other,مسجد الاسراء is a mosque serving the local Muslim community and representing Egypt's Islamic architectural heritage. Egypt's mosques range from medieval masterpieces to modern places of worship.,2703,
شارع قصر رأس التين - أمام حلقة الأسماك,31.2099686,29.8804461,other,"شارع قصر رأس التين - أمام حلقة الأسماك is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2705,
Boat Statue,31.2290245,29.9535141,cultural,"Boat Statue is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",2707,
Musicians,31.226281,29.9499426,cultural,"Musicians is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",2708,
تمثال سعد زغلول,31.2009138,29.8994049,cultural,"تمثال سعد زغلول is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",2712,
mahmoud saied museum,31.2451159,29.9685081,cultural,"The Mahmoud Said Museum in Alexandria celebrates the work of Egypt's greatest modern painter, Mahmoud Said (1897-1964), who blended Western realism with authentic Egyptian spirit. Housed in his former villa, the museum presents his iconic depictions of Egyptian women, rural life, and the Mediterranean coast alongside works by other Alexandrian School artists.",2719,40.0
متحف محمود سعيد,31.2444496,29.9695783,cultural,متحف محمود سعيد في الإسكندرية يحتفي بأعمال الرسام الكبير محمود سعيد (1897-1964). يضم لوحاته الشهيرة التي تصوّر المرأة المصرية والحياة الريفية وشواطئ البحر المتوسط في فيلا تاريخية جميلة.,2720,40.0
King Farouk Palace,31.1916198,29.9156981,other,"King Farouk Palace is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2722,
ElMadina Arts,31.1940878,29.9011964,other,"ElMadina Arts is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2729,
Instituto Cervantes,31.1998998,29.9116684,other,"Instituto Cervantes is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2735,
Statue of Ptolemy II,31.2079586,29.9088727,cultural,"Statue of Ptolemy II is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",2739,
متحف كڤافيس,31.1976064,29.9012293,cultural,متحف كفافيس في الإسكندرية يحتفي بذكرى الشاعر اليوناني كونستانتينوس كفافيس (1863-1933) في الشقة التي عاش فيها السنوات الأخيرة من حياته. يستعيد المتحف أجواء الإسكندرية الكوزموبوليتانية وتعدد ثقافاتها كما عبّر عنها الشاعر في قصائده الخالدة.,2741,
Statue of Nubar Pasha,31.1967315,29.9019048,cultural,"Statue of Nubar Pasha is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",2746,
سيد درويش,31.196756,29.9020312,cultural,"سيد درويش is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",2747,
Shelter Art Space,31.1982173,29.9062471,other,"Shelter Art Space is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2750,
francais,31.2007712,29.9133372,cultural,"francais is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",2754,
murano,31.2345246,29.9489638,other,"murano is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2756,
Alexandria Aquarium,31.2123848,29.8840544,other,"Alexandria Aquarium is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2757,
Tea Island,31.2922079,30.0212171,other,"Tea Island is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2758,
Main tower,31.2143569,29.885396,other,"Main tower is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2759,
Museum of Fine Arts,31.1950937,29.9135029,cultural,"The Museum of Fine Arts in Alexandria, founded in 1954, houses an important collection of Egyptian and international art including paintings, sculptures, and decorative arts from the 19th and 20th centuries. The museum celebrates Alexandria's cosmopolitan artistic heritage and regularly hosts temporary exhibitions of contemporary Egyptian art.",2761,40.0
Alexander the Great,31.2336585,29.9478605,cultural,"Alexander the Great is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",2762,
مقبرة سلفلجو,31.1781932,29.8929195,historical,مقبرة سلفلجو is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,2763,
حسن باشا الاسكندراني,31.2031882,29.9028598,cultural,"حسن باشا الاسكندراني is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",2765,
عبدالله النديم,31.2031609,29.9028237,cultural,"عبدالله النديم is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",2766,
تمثال الأشرعة البيضاء,31.2098669,29.9086858,cultural,"تمثال الأشرعة البيضاء is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",2767,
سيد درويش,31.2032765,29.9029654,cultural,"سيد درويش is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",2768,
محمد كريم,31.2032481,29.9029301,cultural,"محمد كريم is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",2769,
شارع كامل جمعة شاهين,31.1456497,30.1110092,other,"شارع كامل جمعة شاهين is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2776,
Royal Train,31.2835548,30.0253254,other,"Royal Train is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2778,
Green House,31.2874421,30.0246007,other,"Green House is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2779,
مسلة السلسلة الأثرية,31.2100613,29.9081151,cultural,"مسلة السلسلة الأثرية is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",2781,
منزل الحاج محمد الكردي,31.2063919,30.0156372,other,"منزل الحاج محمد الكردي is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2783,
متحف التاريخ الطبيعي,31.2054762,29.9437077,cultural,متحف التاريخ الطبيعي في الإسكندرية يحتضن مجموعة من المستحاثات والنماذج الحيوانية والنباتية التي توثّق التنوع البيولوجي في مصر وحوض البحر المتوسط. يُعدّ وجهة تعليمية بامتياز لطلاب الجامعات والباحثين وعشاق علوم الطبيعة.,2784,30.0
بحيرة لك,29.7466442,24.7835079,other,"بحيرة لك is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2785,
Elphinstone,25.3073616,34.8606287,other,"Elphinstone is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2791,
Legend,25.072444,34.9373952,other,"Legend is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2793,
Lady Queen Apartments,25.054,34.8989988,other,"Lady Queen Apartments is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2794,
My Home,27.1911286,31.1782963,other,"My Home is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2799,
1929,26.9754616,31.3759046,cultural,"1929 is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",2800,
دوار الحاج رشدى سالمان,26.9366675,31.406648,other,"دوار الحاج رشدى سالمان is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2801,
عمارات بنك التنمية والائتمان الزراعى,27.177512,31.1867587,other,"عمارات بنك التنمية والائتمان الزراعى is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2806,
المدينة الجامعية للطلبة مبنى د,27.1879936,31.1751989,other,"المدينة الجامعية للطلبة مبنى د is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2812,
المدينة الجامعية مبنى و,27.1875722,31.1753395,other,"المدينة الجامعية مبنى و is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2813,
مدخل أولاد الياس (القنطرة),26.940977,31.4036533,other,"مدخل أولاد الياس (القنطرة) is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2825,
Rifaah Rafih El Tahtauwei Statue,27.1855813,31.1749497,cultural,"Rifaah Rafih El Tahtauwei Statue is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",2844,
مركز تدريب قوة من الاعالي,27.2191383,31.3362073,other,"مركز تدريب قوة من الاعالي is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2851,
كنيسة باقور الاخ مسعد,27.0946256,31.2944066,other,"كنيسة باقور الاخ مسعد is a Christian church representing Egypt's rich Coptic heritage, which traces its roots to the earliest centuries of Christianity. Egypt's Coptic Christians maintain traditions dating back nearly 2,000 years.",2853,
نهضة قداسة ابو تيج,27.0427181,31.3191873,other,"نهضة قداسة ابو تيج is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2859,
Qusair al-Qadim,26.1544189,34.2438727,historical,Qusair al-Qadim is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,2868,
Soug Bahar,25.9823079,34.3473762,other,"Soug Bahar is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2872,
Seyala,26.1248583,33.9305949,historical,Seyala is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,2873,
Flamenco Hausriff,26.1653439,34.2456192,other,"Flamenco Hausriff is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2875,
El Kahf,26.0225132,34.3247923,other,"El Kahf is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2877,
Abu Sawatir,26.2060079,34.2203693,other,"Abu Sawatir is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2878,
متحف كهف رومل,31.36562,27.2484349,cultural,"متحف كهف رومل is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",2882,
Cleopatra Beach,31.3738114,27.1906029,other,"Cleopatra Beach is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2889,
شارع اسكندرية. مرسي مطروح,31.3551678,27.240173,other,"شارع اسكندرية. مرسي مطروح is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2894,
شاطئ الغرام,31.3683209,27.2216747,other,"شاطئ الغرام is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2895,
شاطئ العوام,31.3576228,27.2304261,other,"شاطئ العوام is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2897,
حديقة كليوباترا,31.3534813,27.2289972,other,"حديقة كليوباترا is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2898,
الدربالي شاليهات لونج ايلاند,31.3643147,27.2667877,other,"الدربالي شاليهات لونج ايلاند is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2903,
Ain Birbiya,25.5226204,29.3194979,historical,Ain Birbiya is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,2904,
Tomb of Kitanes,25.5537002,29.299891,cultural,Tomb of Kitanes is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,2905,
Sirnaka Island,23.8292123,35.808667,other,"Sirnaka Island is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2907,
Egypt Air,31.0429901,31.3950671,other,"Egypt Air is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2909,
حوازه خاصه🏠,31.1149381,31.5696885,cultural,"حوازه خاصه🏠 is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",2910,
Mendes,30.9562518,31.5170889,historical,Mendes is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,2912,
منزل السيد علي حجازى٠١١٤٠٣٠٢٩٧٩,31.0271348,31.6484919,other,"منزل السيد علي حجازى٠١١٤٠٣٠٢٩٧٩ is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2913,
تمثال أم كلثوم,30.8908667,31.45609,other,"تمثال أم كلثوم is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2914,
مسجد الجزيرة بقريه ابوحموده,30.8253881,31.6831844,other,مسجد الجزيرة بقريه ابوحموده is a mosque serving the local Muslim community and representing Egypt's Islamic architectural heritage. Egypt's mosques range from medieval masterpieces to modern places of worship.,2918,
مسجد قريه ابوحموده الكبير,30.8259688,31.6875075,other,مسجد قريه ابوحموده الكبير is a mosque serving the local Muslim community and representing Egypt's Islamic architectural heritage. Egypt's mosques range from medieval masterpieces to modern places of worship.,2919,
Pi-Ramesses,30.7998239,31.8350476,historical,Pi-Ramesses is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,2923,
Hermopolis Parva,30.9581008,31.4194301,historical,Hermopolis Parva is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,2924,
Avaris/Ramesses,30.7860137,31.822848,historical,Avaris/Ramesses is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,2925,
مدينة ديرب نجم,30.7389646,31.485079,other,"مدينة ديرب نجم is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2928,
مدينة ديرب نجم,30.7479611,31.459602,other,"مدينة ديرب نجم is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2929,
مقابر صافور,30.787508,31.4107264,historical,مقابر صافور is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,2930,
Hamada,24.4383333,35.2131166,other,"Hamada is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2931,
Wadi Khashir,24.1842341,35.2347791,historical,Wadi Khashir is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,2932,
Abu Ghalqa,24.3493385,35.0715546,historical,Abu Ghalqa is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,2933,
Zag arrive point,30.583336,31.5017863,other,"Zag arrive point is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2937,
Zag home,30.5842231,31.4949352,other,"Zag home is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2938,
Poke Stop,30.5912956,31.5068132,other,"Poke Stop is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2939,
منزل الاستاذ أحمد يوسف,30.5501388,31.782504,other,"منزل الاستاذ أحمد يوسف is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2940,
ميدان الجزيرة,30.5567553,31.7831615,other,"ميدان الجزيرة is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2941,
Poke Stop,30.5899831,31.5066019,other,"Poke Stop is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2943,
Poke Stop,30.5904816,31.507262,other,"Poke Stop is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2944,
قاعة افراح ومناسبات ونادي رياضي,30.5408063,31.6782009,other,"قاعة افراح ومناسبات ونادي رياضي is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2945,
دار ضيافة عرب الفدان,30.5544381,31.6777295,other,"دار ضيافة عرب الفدان is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2946,
كفر عبد الله عزيزة,30.4743041,31.4346376,other,"كفر عبد الله عزيزة is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2949,
السوهاجى لقطع غيار السيارات /جيلى إيمجراند/اسبرانزا/بى واى دى/بريليانس.,30.2861573,31.7172615,other,"السوهاجى لقطع غيار السيارات /جيلى إيمجراند/اسبرانزا/بى واى دى/بريليانس. is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2953,
الأندلسية للصناعات الغذائية,30.2856949,31.7921647,cultural,"الأندلسية للصناعات الغذائية is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",2955,
Per-Sopdu,30.5534768,31.607844,historical,Per-Sopdu is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,2959,
شارع عباد الرحمن الحى 28 مجاورة 5,30.3337008,31.6820529,other,"شارع عباد الرحمن الحى 28 مجاورة 5 is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2965,
شارع الحاج عامر سلامه,30.6396017,31.4904053,other,"شارع الحاج عامر سلامه is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2966,
ڤيلا م / محمود شريف,30.3445516,31.6732442,other,"ڤيلا م / محمود شريف is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2969,
الحي ١٧ مج ٢ قط ٢٣ طارق عبد الحميد,30.3680952,31.7290217,other,"الحي ١٧ مج ٢ قط ٢٣ طارق عبد الحميد is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2970,
صينية ميزو mizu,30.2913373,31.7456276,other,"صينية ميزو mizu is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2973,
النصب التذكارى للأمير كمال الدين حسين Monument to Prince Kamal el Din,22.6957117,25.872389,other,"النصب التذكارى للأمير كمال الدين حسين Monument to Prince Kamal el Din is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2979,
"אנדרטת סמ""ר ירון מאיה ז""ל",30.4383256,34.5614143,other,"אנדרטת סמ""ר ירון מאיה ז""ל is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2982,
"אנדרטת ה""פוגה""",30.5303929,34.5220458,other,"אנדרטת ה""פוגה"" is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2996,
Wreck of Sabri Baba 1,22.6275143,36.5598872,other,"Wreck of Sabri Baba 1 is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2997,
Athribis (Upper Egypt),26.5113586,31.6653555,historical,Athribis (Upper Egypt) is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,3000,
Egiptian Obelisk,26.5600525,31.7064608,other,"Egiptian Obelisk is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",3002,
Merritt Temple of Amun,26.5654214,31.7462625,other,"Merritt Temple of Amun is an ancient Egyptian temple site representing the country's rich religious and architectural heritage. These sacred spaces served as centers of worship, ritual, and economic activity in the ancient world.",3003,
Awlad Azzaz Site,26.5479692,31.5968821,historical,Awlad Azzaz Site is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,3007,
محجر الضبع,26.7394602,31.6396964,cultural,"محجر الضبع is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",3008,
